#sourceid, RA, Dec, l, b, amplP2P, t0PSPL, u0PSPL, tEPSPL, G0PSPL, fsPSPL, chidofPSPL, t0Par, u0Par, tEPar, piENPar, piEEPar, G0Par, fsPar,  chidofPar,t0PSPL_0, u0PSPL_0, tEPSPL_0, chi2PSPL_0, chidofPSPL_0,t0PSPL_1, u0PSPL_1, tEPSPL_1, chi2PSPL_1, chidofPSPL_1,t0PSPL_2, u0PSPL_2, tEPSPL_2, chi2PSPL_2, chidofPSPL_2,t0PSPL_3, u0PSPL_3, tEPSPL_3, chi2PSPL_3, chidofPSPL_3,t0Par_0, u0Par_0, tEPar_0, piENpar_0, piEEPar_0, chi2Par_0, chidofPar_0,t0Par_1, u0Par_1, tEPar_1, piENpar_1, piEEPar_1, chi2Par_1, chidofPar_1,t0Par_2, u0Par_2, tEPar_2, piENpar_2, piEEPar_2, chi2Par_2, chidofPar_2,t0Par_3, u0Par_3, tEPar_3, piENpar_3, piEEPar_3, chi2Par_3, chidofPar_3
4093948842138626688, 273.903678, -20.975538, 10.282627, -1.940555,0.688896,2457051.355913, -0.433435, 62.708696, 17.865913, 1.006599, 0.103270,2457055.528760, 0.540830, 76.442679, -0.824337, -0.492547, 17.865581, 1.000538, 0.099498,2457051.29, 0.430, 62.66, 7.00, 0.10,2457051.36, -0.433, 62.71, 7.02, 0.10,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457055.53, 0.541, 76.44, -0.824, -0.493, 6.57, 0.10,2457064.91, -0.577, 66.52, 0.830, -0.721, 6.72, 0.10,2456698.05, -0.485, 835.81, 0.946, -0.924, 31.12, 0.47,2457417.63, 0.530, 826.52, -0.932, 0.920, 34.17, 0.52
4063574219313975296, 269.443411, -27.183593, 2.875745, -1.411080,0.517625,2457796.808347, 0.643963, 103.970463, 17.923854, 0.796968, 11.652549,2457799.525726, -0.656494, 89.326314, -0.499070, 0.030198, 17.922272, 0.798783, 11.641232,2457796.81, 0.644, 103.97, 334241.71, 11.65,2457796.80, -0.644, 103.95, 334241.71, 11.65,2455169.66, 0.662, 8.70, 424332.66, 14.79,0.00, 0.000, 0.00, 0.00, 0.00,2457799.53, -0.656, 89.33, -0.499, 0.030, 333893.81, 11.64,2457795.37, 0.640, 96.40, 0.298, 0.037, 333940.25, 11.64,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
5962740239926319360, 264.630577, -36.139939, 353.088376, -2.526998,0.373643,2457558.347879, 0.370416, 59.349795, 17.949367, 1.000739, 0.986853,2457557.304915, -0.360212, 58.037609, -0.001167, 0.140540, 17.946637, 0.996512, 0.966695,2457558.35, 0.370, 59.35, 575.34, 0.99,2457560.47, -0.547, 95.99, 29383.46, 50.40,2457560.80, -0.547, 96.05, 29453.80, 50.52,2457562.09, -0.549, 95.28, 29687.05, 50.92,2457556.26, 0.380, 57.36, -0.012, 0.134, 561.17, 0.97,2457557.30, -0.360, 58.04, -0.001, 0.141, 561.65, 0.97,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
5909419320449816832, 267.894306, -63.703865, 329.656285, -17.877491,0.505884,2457146.877666, 0.754580, 53.667065, 17.962894, 0.952939, 0.221330,2457474.187094, -0.426580, 690.255246, 0.033289, 0.799752, 17.966632, 0.676950, 0.485550,2457146.88, 0.755, 53.67, 35.63, 0.22,2457162.68, -0.731, 59.22, 37.89, 0.24,2457155.50, -0.799, 68.83, 39.31, 0.24,2457172.58, -0.391, 47.59, 42.17, 0.26,2456560.58, -0.329, 833.45, 0.827, -0.839, 39.07, 0.25,2457073.03, 0.754, 699.43, -0.859, -0.795, 39.10, 0.25,2457474.19, -0.427, 690.26, 0.033, 0.800, 77.20, 0.49,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
6661635838220317952, 288.731476, -47.978208, 349.521740, -23.559237,0.857055,2457347.202662, -0.263262, 67.392010, 17.987483, 0.922671, 0.073320,2457373.247541, -0.081270, 117.392778, -0.362870, -0.633620, 17.987062, 0.849477, 0.143949,2457345.70, 0.306, 66.45, 6.46, 0.06,2457347.20, -0.263, 67.39, 8.21, 0.07,2454816.29, 0.109, 18.45, 376.76, 3.36,2459359.96, -0.129, 81.51, 376.76, 3.36,2457373.25, -0.081, 117.39, -0.363, -0.634, 15.83, 0.14,2457064.87, -0.496, 894.91, -0.949, 0.932, 33.25, 0.30,2456937.49, 0.387, 904.34, 0.945, 0.922, 35.49, 0.32,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
3012224323198211968, 85.687872, -9.345083, 213.641806, -19.469853,0.587305,2457403.972929, 0.747378, 148.609361, 17.991692, 1.014630, 1.546698,2457534.450948, 0.713614, 87.312427, -0.241055, 0.592247, 17.953379, 1.022276, 0.712388,2457403.81, -0.741, 149.49, 193.31, 1.55,2457403.97, 0.747, 148.61, 193.34, 1.55,2459321.99, 0.018, 86.21, 541.31, 4.33,2454509.55, 0.012, 386.06, 541.31, 4.33,2457534.45, 0.714, 87.31, -0.241, 0.592, 87.62, 0.71,2457520.05, 0.898, 127.14, -0.229, 0.728, 120.32, 0.98,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
5928438230256168832, 249.618654, -57.017026, 330.219532, -6.713837,1.593208,2457769.725303, 0.203387, 101.057451, 18.012345, 0.993309, 0.040763,2457672.101148, 0.135026, 725.048254, -0.601337, -0.635945, 18.005437, 0.799021, 0.968182,2457769.90, -0.205, 101.30, 4.47, 0.04,2457769.73, 0.203, 101.06, 4.48, 0.04,2454964.38, -0.034, 35.19, 2352.88, 21.39,0.00, 0.000, 0.00, 0.00, 0.00,2457672.10, 0.135, 725.05, -0.601, -0.636, 104.56, 0.97,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4110263189512077696, 263.539446, -24.882534, 2.082707, 4.315887,0.744611,2457289.517421, 0.549500, 115.922519, 18.028023, 0.920161, 3.271385,2457275.382668, -0.550231, 135.622066, -0.100166, -0.085327, 18.036939, 1.007780, 2.114316,2457289.52, 0.549, 115.92, 1125.36, 3.27,2457290.86, -0.568, 122.15, 1431.78, 4.16,2457291.33, -0.568, 122.28, 1433.60, 4.17,2457291.02, -0.567, 122.54, 1434.16, 4.17,2457275.38, -0.550, 135.62, -0.100, -0.085, 723.10, 2.11,2457278.77, 0.554, 127.65, 0.056, -0.076, 724.34, 2.12,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
6028476707251295488, 255.166972, -30.998046, 352.793962, 6.874596,0.339714,2457069.285051, -0.913793, 67.849541, 18.029202, 1.170321, 2.634998,2457054.426095, 0.011055, 58.026815, 0.144289, -0.337380, 18.031331, 0.828132, 0.806321,2457069.29, -0.914, 67.85, 750.97, 2.63,2457114.57, 1.375, 237.40, 2194.12, 7.70,2457123.32, 1.214, 305.10, 2229.69, 7.82,2456295.13, 1.479, 990.29, 3059.79, 10.74,2457054.43, 0.011, 58.03, 0.144, -0.337, 228.19, 0.81,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4058823431364942464, 262.447019, -29.252757, 357.879826, 2.751167,0.426311,2456955.794241, -0.883224, 52.469246, 18.064159, 1.073104, 1.364592,2456976.180990, 0.766674, 60.944814, -0.024010, 0.181508, 18.068568, 1.117225, 1.069606,2456955.79, -0.883, 52.47, 1151.72, 1.36,2456786.21, -1.492, 884.19, 5836.78, 6.92,2459274.13, 0.142, 6.18, 5843.86, 6.92,2454498.53, -0.300, 19.43, 5843.87, 6.92,2456976.18, 0.767, 60.94, -0.024, 0.182, 900.61, 1.07,2456971.05, -0.912, 73.11, -0.398, 0.138, 951.81, 1.13,2456969.36, -0.913, 73.26, -0.379, 0.066, 953.13, 1.13,2458149.04, 0.811, 996.33, 0.997, 0.998, 2474.90, 2.94
4146729184148567936, 271.689684, -15.272201, 14.270111, 2.648528,1.135932,2457445.120220, -0.349683, 71.954581, 18.068779, 0.970502, 0.204820,2457408.237793, 0.317723, 218.793367, -0.856853, -0.493440, 18.096168, 1.002245, 0.425899,2457445.12, -0.350, 71.95, 13.52, 0.20,2457442.00, 0.339, 78.67, 13.99, 0.21,2457446.35, 0.365, 74.30, 14.54, 0.22,2457450.99, 0.380, 61.85, 15.44, 0.23,2457408.24, 0.318, 218.79, -0.857, -0.493, 27.26, 0.43,2457231.42, -0.149, 686.46, 0.940, -0.956, 27.81, 0.43,2457652.53, 0.297, 849.87, -0.967, 0.941, 43.36, 0.68,2457584.78, -0.353, 953.67, 0.977, 0.977, 51.05, 0.80
2214532279378994816, 357.674565, 69.904504, 117.721989, 7.649528,0.599288,2457279.043997, 0.699937, 68.180300, 18.110420, 1.011014, 0.409751,2456930.432923, 0.051962, 618.568167, -0.512010, 0.325776, 18.113423, 0.652822, 1.246221,2457279.04, 0.700, 68.18, 50.81, 0.41,2457287.18, -1.072, 142.20, 215.92, 1.74,2457289.38, -1.002, 171.13, 222.64, 1.80,2457281.73, -1.023, 166.41, 223.88, 1.81,2456930.43, 0.052, 618.57, -0.512, 0.326, 152.04, 1.25,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4042922882640668544, 270.378905, -32.685978, 358.489493, -4.839817,1.198115,2457443.227580, 0.093732, 53.068360, 18.116906, 0.695097, 132.502862,2457441.318589, -0.060492, 64.904391, 0.998321, -0.999702, 18.112834, 0.615108, 128.457992,2457443.23, -0.094, 53.06, 788126.98, 132.50,2457443.23, 0.094, 53.07, 788127.03, 132.50,2457442.07, 0.107, 66.09, 808698.35, 135.96,2457441.01, 0.097, 71.18, 816086.34, 137.20,2457441.32, -0.060, 64.90, 0.998, -1.000, 763811.22, 128.46,2457441.45, -0.062, 64.64, 0.978, -1.000, 763818.75, 128.46,2457441.28, -0.060, 64.91, 0.998, -1.000, 763825.61, 128.46,2457441.40, -0.062, 64.88, 0.968, -0.998, 763867.27, 128.47
4043772908261758336, 269.659152, -31.895273, 358.879078, -3.920843,0.579837,2456917.492261, -0.844703, 72.822152, 18.125493, 1.264458, 3.469081,2456920.055975, 0.830677, 77.916863, 0.248417, 0.113202, 18.125082, 1.253300, 3.454061,2456917.49, -0.845, 72.82, 16131.22, 3.47,2456903.20, 1.027, 86.83, 19723.17, 4.24,2456885.15, 1.387, 559.22, 55931.29, 12.03,2458432.33, -0.300, 15.36, 71903.06, 15.46,2456920.06, 0.831, 77.92, 0.248, 0.113, 16054.48, 3.45,2456926.31, -0.829, 98.14, -0.429, 0.185, 16061.94, 3.46,2456146.65, -0.492, 998.57, 0.999, 1.000, 19239.12, 4.14,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
6733269879761239168, 277.675857, -37.071345, 357.309539, -12.164218,2.037377,2457697.632710, 0.148628, 73.422068, 18.139503, 0.958092, 0.233374,2457701.294488, -0.136870, 86.712592, -0.574496, 0.014177, 18.135850, 0.960637, 0.276210,2457697.63, 0.149, 73.42, 21.47, 0.23,2457707.42, -0.080, 94.17, 78.90, 0.86,2457699.21, -0.203, 101.45, 1043.83, 11.35,2456436.53, -1.416, 942.57, 13588.51, 147.70,2457696.68, 0.151, 70.76, 0.167, 0.091, 20.98, 0.23,2457701.29, -0.137, 86.71, -0.574, 0.014, 24.86, 0.28,2457634.36, 0.199, 991.59, 0.999, 0.998, 1646.90, 18.30,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4066359454004922368, 273.428031, -23.511454, 7.841063, -2.761250,0.580165,2457128.602540, 0.711331, 71.677333, 18.145660, 1.051165, 3.913962,2457128.120120, 0.709154, 79.305014, -0.202098, -0.033145, 18.147241, 1.050487, 3.918116,2457128.60, 0.711, 71.68, 1757.37, 3.91,2457128.60, -0.711, 71.68, 1757.37, 3.91,2454420.27, 0.015, 41.43, 48992.84, 109.12,0.00, 0.000, 0.00, 0.00, 0.00,2457128.12, 0.709, 79.31, -0.202, -0.033, 1751.40, 3.92,2457128.13, -0.709, 79.28, 0.200, -0.042, 1751.48, 3.92,2456697.20, 0.296, 652.60, 0.999, -0.999, 2772.49, 6.20,2456702.34, -0.333, 661.78, -0.999, -0.999, 2871.45, 6.42
5980469521324165120, 259.292999, -31.201810, 354.729919, 3.906762,0.518584,2457230.702975, 0.630711, 87.891038, 18.143781, 0.975379, 0.869433,2457196.562485, -0.642057, 187.447688, -0.359072, 0.569486, 18.148382, 0.905553, 0.924820,2457230.70, 0.631, 87.89, 106.07, 0.87,2457231.32, -0.649, 89.04, 106.20, 0.87,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457256.79, 0.762, 103.59, 0.457, 0.475, 108.77, 0.91,2457196.56, -0.642, 187.45, -0.359, 0.569, 110.98, 0.92,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4065541653676268544, 274.348736, -23.984797, 7.823724, -3.727668,0.507535,2457366.455156, -0.724414, 59.291446, 18.178937, 1.350608, 0.854073,2457362.801881, -0.818570, 64.366773, -0.441110, -0.307475, 18.177431, 1.325855, 0.880136,2457366.46, -0.724, 59.29, 169.11, 0.85,2459256.03, 1.371, 949.39, 892.15, 4.51,2459251.80, -1.370, 943.29, 892.35, 4.51,2454581.56, 0.097, 81.21, 982.26, 4.96,2457362.80, -0.819, 64.37, -0.441, -0.307, 172.51, 0.88,2457358.01, 0.952, 69.54, 0.419, -0.361, 179.40, 0.92,2457353.46, -0.868, 55.03, 0.893, -0.253, 189.67, 0.97,2458436.17, -1.476, 942.22, 0.962, -0.864, 508.51, 2.59
4064067242840028928, 269.839819, -26.158669, 3.940995, -1.206685,0.627641,2457001.327964, 0.423842, 105.664464, 18.232920, 1.034853, 0.985898,2457002.970705, 0.388033, 104.651238, 0.027455, 0.020691, 18.232857, 1.028576, 0.980376,2457001.33, 0.424, 105.66, 580.69, 0.99,2457001.32, -0.423, 105.65, 580.71, 0.99,2454743.86, 1.191, 18.63, 22399.23, 38.03,2454510.16, -0.659, 27.03, 22399.25, 38.03,2457002.97, 0.388, 104.65, 0.027, 0.021, 575.48, 0.98,2456995.00, -0.560, 119.76, -0.116, -0.121, 679.45, 1.16,2456993.72, -0.561, 119.02, -0.097, -0.140, 682.49, 1.16,2458627.75, 0.308, 965.35, -0.848, 0.484, 8897.48, 15.16
2046379503690071296, 292.678945, 33.510799, 67.029726, 7.191879,1.540520,2457861.672907, -0.235581, 97.699711, 18.271241, 1.009460, 0.320989,2457863.168841, -0.236909, 126.428565, 0.305357, 0.191739, 18.302390, 1.008535, 0.194396,2457861.66, 0.235, 97.66, 50.07, 0.32,2457861.67, -0.236, 97.70, 50.07, 0.32,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457863.17, -0.237, 126.43, 0.305, 0.192, 29.94, 0.19,2457865.96, 0.241, 129.59, -0.307, 0.119, 52.96, 0.34,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4052251547519009152, 274.049620, -27.451321, 4.628219, -5.120293,1.125768,2457155.609550, 0.231589, 63.185586, 18.273342, 1.092864, 1.642559,2457156.091493, -0.218012, 63.087928, 0.159929, 0.078977, 18.273422, 1.092375, 1.666326,2457155.61, 0.232, 63.19, 1297.62, 1.64,2457156.25, -0.301, 73.34, 12637.63, 16.00,2457156.03, -0.301, 73.62, 12699.41, 16.08,2457912.82, -1.453, 798.07, 285074.18, 360.85,2457156.09, -0.218, 63.09, 0.160, 0.079, 1313.06, 1.67,2457158.23, 0.176, 65.00, -0.660, 0.174, 1322.32, 1.68,2457167.98, 0.203, 119.01, -0.841, -0.257, 16337.25, 20.73,2457237.73, -0.166, 350.87, -0.998, 0.999, 47823.68, 60.69
2073996517052513536, 300.430340, 39.373403, 75.249377, 4.678848,0.644948,2457159.798585, -0.755736, 51.069865, 18.281160, 1.011535, 0.099202,2457129.204541, -0.739641, 747.463185, 0.801237, -0.840580, 18.280275, 0.908731, 0.120207,2457159.80, -0.756, 51.07, 11.81, 0.10,2457159.92, 0.762, 51.52, 11.89, 0.10,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457181.08, 0.760, 736.37, -0.821, 0.813, 13.37, 0.11,2457784.20, 0.120, 821.84, 0.866, 0.830, 13.94, 0.12,2456619.74, 0.275, 757.55, -0.831, -0.796, 13.95, 0.12,2457129.20, -0.740, 747.46, 0.801, -0.841, 14.06, 0.12
4059051309459806208, 261.149436, -30.132453, 356.520471, 3.200096,0.358464,2457618.666017, -0.910462, 70.068033, 18.292945, 0.947746, 1.003490,2457597.532149, -0.842376, 94.048384, -0.400697, 0.005178, 18.296153, 0.976813, 0.988452,2457618.67, -0.910, 70.07, 835.91, 1.00,2457618.63, 0.910, 70.05, 835.91, 1.00,2454415.82, 0.333, 39.03, 32760.61, 39.33,0.00, 0.000, 0.00, 0.00, 0.00,2457604.77, 0.857, 85.21, 0.341, 0.004, 820.55, 0.99,2457597.53, -0.842, 94.05, -0.401, 0.005, 821.40, 0.99,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4040243987040723712, 266.623658, -36.455661, 353.662954, -4.060238,0.253942,2457395.656303, -0.770989, 68.413143, 18.292907, 0.901397, 1.055179,2457391.953845, -0.552055, 61.475543, -0.127627, 0.067387, 18.291672, 0.878122, 0.974384,2457395.66, -0.771, 68.41, 474.83, 1.06,2457387.19, 1.326, 132.69, 1712.32, 3.81,2458545.19, 1.463, 793.93, 2927.66, 6.51,2458547.62, -1.462, 792.92, 2927.71, 6.51,2457391.95, -0.552, 61.48, -0.128, 0.067, 436.52, 0.97,2457192.47, -0.552, 246.25, -0.991, -0.996, 934.86, 2.09,2458511.27, -0.357, 901.88, 0.983, 0.983, 1133.41, 2.53,2457379.80, 1.229, 944.06, -0.990, 0.984, 1135.43, 2.53
4090568050092602112, 274.829070, -22.112612, 9.687089, -3.236644,0.843652,2457146.338371, 0.003705, 999.826827, 18.336024, 0.018575, 169.524164,2457140.368378, -0.003969, 335.822553, -0.018793, 0.455532, 18.304853, 0.025392, 85.683222,2457146.34, 0.004, 999.83, 915939.06, 169.52,2457146.34, -0.004, 999.81, 915939.23, 169.52,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457140.37, -0.004, 335.82, -0.019, 0.456, 462775.08, 85.68,2457140.43, 0.003, 330.91, 0.010, 0.467, 471685.44, 87.33,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
5969213344108854912, 251.020107, -39.862263, 343.746062, 3.906313,1.747537,2457824.906970, -0.195927, 38.366542, 18.334555, 1.227322, 0.644011,2457824.758309, -0.228897, 44.628608, 0.919589, 0.221888, 18.336189, 1.302680, 1.700270,2457824.91, -0.196, 38.37, 149.41, 0.64,2457824.89, 0.196, 38.36, 149.42, 0.64,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457824.76, -0.229, 44.63, 0.920, 0.222, 391.06, 1.70,2457825.40, -0.186, 44.57, 0.951, -0.902, 415.32, 1.81,2457822.54, 0.325, 56.66, -0.955, 0.797, 1915.16, 8.33,2457773.22, 0.248, 283.74, -0.998, -0.998, 2489.97, 10.83
4069391146859040640, 269.311143, -23.195349, 6.268002, 0.690050,0.771195,2457778.129940, 0.435492, 163.851073, 18.366281, 1.003248, 101.646121,2457783.397879, -0.453460, 145.386362, -0.318505, -0.035268, 18.349188, 0.885844, 105.051231,2457778.13, 0.435, 163.85, 6911.94, 101.65,2457778.60, -0.467, 171.63, 6912.90, 101.66,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457783.40, -0.453, 145.39, -0.319, -0.035, 6933.38, 105.05,2457784.56, 0.452, 143.61, 0.320, -0.039, 6933.60, 105.05,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4052042610131850624, 277.319733, -26.361200, 6.950190, -7.208933,0.964837,2457348.002887, 0.420327, 252.925440, 18.379106, 0.999990, 1.120031,2457262.267612, -0.424968, 481.714130, -0.061664, -0.137124, 18.428735, 1.001526, 0.693250,2457348.00, 0.420, 252.93, 34.72, 1.12,2457347.51, -0.421, 252.61, 34.73, 1.12,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457262.27, -0.425, 481.71, -0.062, -0.137, 20.10, 0.69,2457280.37, 0.440, 379.08, 0.040, -0.124, 20.61, 0.71,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4096791702503683200, 278.153467, -16.825762, 15.834698, -3.560281,0.713403,2457672.229798, -0.566371, 94.862655, 18.372068, 0.986797, 0.988444,2457620.953358, 0.508565, 204.330700, 0.749260, -0.637296, 18.366313, 1.000786, 0.998801,2457672.23, -0.566, 94.86, 117.62, 0.99,2457672.32, 0.567, 95.92, 117.63, 0.99,2455044.50, 0.067, 27.50, 2308.65, 19.40,2459457.38, -0.108, 152.12, 2308.76, 19.40,2457620.95, 0.509, 204.33, 0.749, -0.637, 116.86, 1.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
5864320239699873280, 206.149167, -64.522656, 308.611041, -2.238654,1.269545,2457656.956573, 0.252342, 74.026302, 18.407933, 0.984319, 0.662503,2457646.997480, -0.220608, 96.939449, 0.333532, -0.554543, 18.392872, 0.975718, 0.486645,2457656.96, 0.252, 74.03, 104.01, 0.66,2457656.95, -0.252, 73.95, 104.02, 0.66,2457655.51, 0.214, 65.28, 111.69, 0.71,0.00, 0.000, 0.00, 0.00, 0.00,2457647.00, -0.221, 96.94, 0.334, -0.555, 75.43, 0.49,2457595.79, -0.018, 225.38, -0.777, 0.878, 89.22, 0.58,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4067943919094119936, 265.993985, -25.098637, 3.082570, 2.315953,0.735781,2457841.509320, -0.944582, 87.034853, 18.446319, 1.446534, 1.664054,2457846.353278, -0.929218, 94.308445, 0.202530, 0.204048, 18.438228, 1.463889, 1.652531,2457841.51, -0.945, 87.03, 665.62, 1.66,2457841.43, 0.944, 87.08, 665.63, 1.66,2454533.99, -0.550, 51.90, 18207.45, 45.52,0.00, 0.000, 0.00, 0.00, 0.00,2457844.96, 0.931, 90.16, -0.177, 0.162, 657.02, 1.65,2457846.35, -0.929, 94.31, 0.203, 0.204, 657.71, 1.65,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
5962559885658176128, 263.299291, -37.367911, 351.477945, -2.289081,1.238266,2457823.767042, 0.334507, 57.060463, 18.448126, 1.077496, 41.596020,2457819.589870, -0.298553, 64.372713, 0.753183, 0.302371, 18.440781, 1.040309, 42.221350,2457823.77, 0.335, 57.06, 5282.69, 41.60,2457823.83, -0.335, 56.98, 5282.70, 41.60,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457819.59, -0.299, 64.37, 0.753, 0.302, 5277.67, 42.22,2457646.12, 0.309, 647.34, -0.994, -0.996, 5721.92, 45.78,2458095.68, -0.363, 951.21, 0.991, 0.988, 5955.11, 47.64,2458110.71, 0.328, 958.38, -0.991, 0.986, 5969.27, 47.75
4066190335405241216, 272.930894, -24.484620, 6.767910, -2.827512,1.031052,2457293.800463, 0.472336, 87.029214, 18.434402, 1.078837, 0.979154,2457292.208763, -0.472362, 94.858548, -0.140622, -0.015874, 18.437667, 1.089942, 0.955665,2457293.80, 0.472, 87.03, 747.09, 0.98,2457281.98, -0.919, 101.54, 25001.68, 32.77,2457282.26, -0.919, 101.02, 25006.64, 32.77,2457279.69, -0.919, 102.35, 25010.41, 32.78,2457292.28, 0.472, 93.58, 0.124, -0.022, 727.20, 0.96,2457292.21, -0.472, 94.86, -0.141, -0.016, 727.26, 0.96,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
5256944518951207296, 146.776375, -60.817728, 282.267036, -5.573006,0.619218,2457566.216058, 0.697704, 150.873492, 18.476231, 1.009063, 0.061542,2457540.774440, -0.647550, 627.629859, -0.145986, -0.097446, 18.501810, 0.920409, 0.102286,2457565.88, -0.695, 151.61, 8.43, 0.06,2457566.22, 0.698, 150.87, 8.43, 0.06,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457540.77, -0.648, 627.63, -0.146, -0.097, 13.81, 0.10,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4058430321600567552, 262.839678, -30.425164, 357.086231, 1.822855,0.589628,2459383.850492, -0.086951, 77.808779, 18.359889, -9034.011758, 3.522090,2457345.776071, -0.883865, 78.228565, -0.225268, -0.430757, 18.488912, 1.324491, 1.007087,2454526.06, -0.076, 56.33, 2278.78, 3.52,2459383.85, -0.087, 77.81, 2278.79, 3.52,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457345.78, -0.884, 78.23, -0.225, -0.431, 649.57, 1.01,2457331.22, 0.982, 71.36, 0.282, -0.510, 660.37, 1.02,2458042.10, -1.176, 945.74, 0.983, -0.988, 826.65, 1.28,2458469.50, 0.790, 973.92, 0.990, 0.991, 873.69, 1.35
4511290951726598656, 281.488210, 16.966812, 47.543468, 8.826060,0.647311,2457616.804317, 0.659376, 92.298022, 18.491021, 1.002677, 0.048613,2457865.280692, -0.242730, 478.240893, 0.469060, -0.451052, 18.485683, 0.787373, 0.292064,2457616.80, 0.659, 92.30, 7.29, 0.05,2457620.24, -0.682, 113.18, 19.62, 0.13,2457617.25, -0.758, 93.17, 29.41, 0.20,2454989.16, -0.047, 65.80, 718.48, 4.79,2457865.28, -0.243, 478.24, 0.469, -0.451, 43.23, 0.29,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
