#sourceid, RA, Dec, l, b, amplP2P, t0PSPL, u0PSPL, tEPSPL, G0PSPL, fsPSPL, chidofPSPL, t0Par, u0Par, tEPar, piENPar, piEEPar, G0Par, fsPar,  chidofPar,t0PSPL_0, u0PSPL_0, tEPSPL_0, chi2PSPL_0, chidofPSPL_0,t0PSPL_1, u0PSPL_1, tEPSPL_1, chi2PSPL_1, chidofPSPL_1,t0PSPL_2, u0PSPL_2, tEPSPL_2, chi2PSPL_2, chidofPSPL_2,t0PSPL_3, u0PSPL_3, tEPSPL_3, chi2PSPL_3, chidofPSPL_3,t0Par_0, u0Par_0, tEPar_0, piENpar_0, piEEPar_0, chi2Par_0, chidofPar_0,t0Par_1, u0Par_1, tEPar_1, piENpar_1, piEEPar_1, chi2Par_1, chidofPar_1,t0Par_2, u0Par_2, tEPar_2, piENpar_2, piEEPar_2, chi2Par_2, chidofPar_2,t0Par_3, u0Par_3, tEPar_3, piENpar_3, piEEPar_3, chi2Par_3, chidofPar_3
5962405713502000768, 265.439379, -37.097420, 352.618849, -3.584510,0.454863,2457131.308120, -1.332240, 178.236418, 16.891500, 1.075236, 1.326904,2457004.422474, 0.925851, 141.513827, -0.371153, 0.506803, 16.913590, 1.072231, 1.116052,2457132.19, 1.330, 177.86, 189.71, 1.33,2457131.31, -1.332, 178.24, 189.75, 1.33,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457004.42, 0.926, 141.51, -0.371, 0.507, 157.36, 1.12,2457249.76, -1.096, 318.91, 0.075, 0.200, 174.09, 1.23,2456440.71, 0.875, 833.29, -0.648, 0.317, 197.62, 1.40,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
5933611054559826944, 247.098292, -53.145465, 332.100732, -3.032490,0.381671,2457786.863759, -1.053896, 68.942722, 16.919631, 1.066268, 1.293096,2457800.869773, 0.959259, 317.850428, -0.443596, 0.896651, 16.920336, 0.905385, 1.560160,2457786.75, 1.054, 68.86, 337.49, 1.29,2457786.86, -1.054, 68.94, 337.50, 1.29,2454945.67, -0.039, 2.60, 1824.73, 6.99,2459618.09, 0.073, 27.42, 1824.73, 6.99,2457800.87, 0.959, 317.85, -0.444, 0.897, 404.08, 1.56,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
5853767990462652032, 213.303292, -63.595095, 311.874384, -2.152141,0.436627,2457248.161469, 0.853939, 130.854886, 16.954969, 0.976951, 0.349985,2457210.936751, -0.813587, 316.248517, -0.272161, 0.485618, 16.950894, 0.986095, 0.175932,2457248.16, 0.854, 130.85, 69.30, 0.35,2457233.82, -1.018, 120.11, 146.97, 0.74,2457238.68, -1.030, 117.25, 147.27, 0.74,2457252.49, -1.053, 306.48, 402.67, 2.03,2457210.94, -0.814, 316.25, -0.272, 0.486, 34.48, 0.18,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4048971261782646528, 272.918352, -31.325307, 0.727739, -6.074243,1.850877,2457304.478376, 0.162992, 77.012564, 17.001602, 0.971075, 2.088062,2457304.291342, -0.162857, 74.417085, 0.144340, 0.044806, 17.001141, 0.980951, 1.935433,2457304.48, 0.163, 77.01, 1213.16, 2.09,2457304.48, -0.163, 77.01, 1213.17, 2.09,2457302.92, 0.458, 99.61, 135385.97, 233.02,2457303.75, 0.458, 99.53, 135419.64, 233.08,2457304.29, -0.163, 74.42, 0.144, 0.045, 1120.62, 1.94,2457293.95, 0.245, 885.19, 0.974, 0.989, 81366.34, 140.53,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4042928139682133120, 270.288189, -32.557728, 358.564140, -4.710387,2.495843,2457278.049060, -0.054009, 98.840968, 17.002112, 1.043150, 39.037152,2457277.643927, -0.056325, 97.941990, 0.104153, -0.044438, 17.004039, 1.027776, 38.333906,2457278.05, -0.054, 98.84, 60507.59, 39.04,2457275.49, 0.080, 100.05, 126979.28, 81.92,2457275.56, 0.081, 97.58, 129259.40, 83.39,2457293.06, 0.225, 144.62, 689905.82, 445.10,2457277.64, -0.056, 97.94, 0.104, -0.044, 59340.89, 38.33,2457355.46, 0.068, 796.63, 0.938, -0.941, 466090.63, 301.09,2457188.27, 0.146, 973.07, 0.905, 0.953, 706872.50, 456.64,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4043375503532180608, 269.071164, -32.450025, 358.148574, -3.765239,1.886390,2457301.477716, -0.007556, 999.991071, 17.194617, 0.064275, 25.131840,2457310.938082, 0.006966, 999.987795, -0.058727, 0.058984, 17.146121, 0.040757, 19.837837,2457301.48, -0.008, 999.99, 807184.42, 25.13,2457301.48, 0.008, 999.99, 807184.61, 25.13,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457310.94, 0.007, 999.99, -0.059, 0.059, 637111.96, 19.84,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4050046339277832832, 272.468992, -30.040610, 1.679729, -5.124431,0.775456,2457490.873629, 0.068499, 192.679924, 17.071498, 0.043677, 25.546098,2457472.775887, 0.058211, 186.384447, 0.129974, 0.214114, 17.078715, 0.040595, 23.207694,2457490.87, 0.068, 192.68, 186282.15, 25.55,2457492.00, -0.068, 201.38, 187136.65, 25.66,2457492.04, -0.068, 201.36, 187137.34, 25.66,2457492.38, -0.078, 198.10, 187243.73, 25.68,2457472.78, 0.058, 186.38, 0.130, 0.214, 169184.09, 23.21,2457477.87, -0.051, 180.68, 0.010, 0.172, 173359.29, 23.78,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
5958979330397499392, 264.127119, -42.272926, 347.676919, -5.464720,0.756621,2457840.608580, 0.561096, 77.602489, 17.150691, 1.009457, 0.656044,2457845.404934, -0.546826, 119.160889, 0.481633, 0.359832, 17.145447, 0.989679, 0.736278,2457840.61, 0.561, 77.60, 118.74, 0.66,2457836.46, -0.549, 83.77, 151.77, 0.84,2457834.36, -0.535, 80.83, 186.18, 1.03,0.00, 0.000, 0.00, 0.00, 0.00,2457845.40, -0.547, 119.16, 0.482, 0.360, 131.79, 0.74,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
5946702939434812800, 265.593960, -49.214590, 342.226631, -9.945079,2.527230,2457138.071938, -0.002868, 55.014535, 17.149430, 0.462159, 50.943582,2457138.310627, -0.020467, 58.089833, 0.398121, 0.313252, 17.149807, 0.519315, 37.268908,2457131.54, -0.025, 41.48, 6.64, 0.06,2457138.07, -0.003, 55.01, 5298.13, 50.94,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457138.31, -0.020, 58.09, 0.398, 0.313, 3801.43, 37.27,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4042619211263272960, 270.984750, -33.699410, 357.847899, -5.775744,0.364672,2459927.343604, -1.331159, 692.858275, 17.050499, -11.309562, 10.237252,2456999.991779, -1.040818, 109.433097, -0.927153, -0.997946, 17.194673, 1.232387, 3.588072,2459927.34, -1.331, 692.86, 7585.80, 10.24,2459939.14, 1.222, 677.71, 7586.81, 10.24,2454504.57, -0.015, 47.46, 7624.90, 10.29,0.00, 0.000, 0.00, 0.00, 0.00,2456999.99, -1.041, 109.43, -0.927, -0.998, 2651.58, 3.59,2457004.05, -1.021, 109.39, -0.929, -0.990, 2655.25, 3.59,2456999.28, -1.057, 110.17, -0.927, -0.969, 2679.82, 3.63,2456993.71, -1.105, 114.70, -0.941, -0.974, 2719.37, 3.68
4050127359632060672, 271.893243, -29.738193, 1.706045, -4.541391,1.035735,2457303.779472, 0.290094, 52.410209, 17.198484, 0.711602, 91.341529,2457303.797683, 0.275943, 44.772985, -0.351256, 0.987706, 17.196745, 0.726190, 87.959546,2457303.78, 0.290, 52.41, 1140307.65, 91.34,2457303.78, -0.290, 52.41, 1140307.65, 91.34,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457303.80, 0.276, 44.77, -0.351, 0.988, 1097911.05, 87.96,2457303.79, 0.275, 44.75, -0.352, 0.985, 1097950.67, 87.96,2457303.81, 0.276, 45.00, -0.351, 0.979, 1097957.41, 87.96,2457303.77, 0.276, 44.83, -0.349, 0.984, 1097960.07, 87.96
4268189072623902976, 288.562416, 2.922115, 38.142434, -3.731359,0.390053,2457614.055047, -0.711764, 63.409569, 17.263799, 1.007697, 0.508908,2457608.692196, -0.659705, 66.855540, -0.279030, -0.000783, 17.267103, 1.001839, 0.460511,2457614.06, -0.712, 63.41, 123.16, 0.51,2457614.00, 0.712, 63.40, 123.20, 0.51,2454878.40, 0.011, 82.96, 11961.78, 49.43,2459566.04, -0.026, 65.17, 11961.81, 49.43,2457608.69, -0.660, 66.86, -0.279, -0.001, 110.52, 0.46,2457615.59, 0.709, 61.44, -0.285, 0.266, 176.33, 0.73,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
5989557607714349952, 236.461347, -43.292719, 333.477197, 8.998835,0.723260,2457057.929440, 0.628720, 63.780492, 17.292643, 0.996133, 0.938329,2457050.724550, -0.563686, 39.231768, -0.213347, 0.901358, 17.312507, 0.985332, 0.143718,2457057.93, 0.629, 63.78, 105.09, 0.94,2457052.93, -0.678, 79.37, 120.86, 1.08,2457051.15, -0.715, 117.07, 208.52, 1.86,0.00, 0.000, 0.00, 0.00, 0.00,2457050.72, -0.564, 39.23, -0.213, 0.901, 15.81, 0.14,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
6028177846244738944, 255.992817, -31.870490, 352.524620, 5.785562,0.525324,2456987.579057, -0.496853, 80.668934, 17.305000, 0.987322, 0.135942,2456992.680084, -0.616741, 117.658334, -0.433055, -0.637072, 17.304523, 0.968989, 0.145154,2456987.58, -0.497, 80.67, 21.89, 0.14,2456977.97, 0.720, 93.57, 28.15, 0.17,2456971.46, 0.728, 92.14, 29.93, 0.19,0.00, 0.000, 0.00, 0.00, 0.00,2456992.68, -0.617, 117.66, -0.433, -0.637, 23.08, 0.15,2457503.63, -0.473, 811.53, 0.904, -0.939, 47.25, 0.30,2456218.43, -0.108, 915.00, -0.946, 0.857, 53.25, 0.33,2457399.99, 0.649, 808.81, 0.872, 0.888, 54.74, 0.34
4043504794840743040, 268.161395, -32.489602, 357.727404, -3.121849,0.795929,2457684.527882, 0.412294, 121.726469, 17.357312, 0.622159, 119.009221,2457711.310433, -0.382849, 192.590948, 0.250947, -0.253886, 17.314416, 0.110556, 117.978708,2457684.53, 0.412, 121.73, 3577179.18, 119.01,2457684.53, -0.412, 121.71, 3577179.18, 119.01,2454836.06, 0.820, 4.59, 5555672.41, 184.83,0.00, 0.000, 0.00, 0.00, 0.00,2457711.31, -0.383, 192.59, 0.251, -0.254, 3545968.04, 117.98,2457712.94, 0.390, 212.67, -0.108, -0.273, 3546247.18, 117.99,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4063987738711159680, 270.446711, -26.533146, 3.885361, -1.864649,1.310158,2457643.982729, 0.177516, 59.994418, 17.336783, 0.494387, 1295.204619,2457642.087122, 0.192420, 61.504230, -0.999946, -0.946320, 17.364312, 0.564593, 1074.767246,2457643.98, -0.178, 59.99, 1740755.00, 1295.20,2457643.98, 0.178, 59.99, 1740755.01, 1295.20,2454745.54, -0.369, 17.73, 9457950.91, 7037.17,0.00, 0.000, 0.00, 0.00, 0.00,2457642.09, 0.192, 61.50, -1.000, -0.946, 1442337.64, 1074.77,2457640.80, -0.188, 80.24, -1.000, -1.000, 1445971.44, 1077.47,2457642.21, -0.194, 62.16, 0.988, -0.852, 1450022.41, 1080.49,2457760.55, -0.146, 755.60, -0.990, -0.997, 1948509.87, 1451.94
4065785955602043264, 272.050626, -24.946435, 5.977224, -2.349213,2.720833,2457459.543921, -0.024775, 125.970817, 17.406651, 0.504270, 382.686718,2457457.156716, 0.017268, 199.642297, 0.999998, 0.927736, 17.358186, 0.228138, 207.336751,2457459.54, -0.025, 125.97, 3486658.69, 382.69,2457459.54, 0.025, 125.97, 3486658.70, 382.69,2457459.51, -0.024, 131.14, 3491876.08, 383.26,2457459.69, -0.020, 161.12, 3689076.71, 404.90,2457457.16, 0.017, 199.64, 1.000, 0.928, 1888630.46, 207.34,2457459.65, -0.018, 212.17, 1.000, 1.000, 2053026.57, 225.38,2457457.90, -0.021, 176.14, -1.000, 0.690, 2169294.23, 238.15,2457460.12, 0.019, 179.88, -1.000, 0.559, 2415752.36, 265.21
4053510694262196224, 264.952064, -33.810975, 355.201676, -1.510600,0.482452,2457670.872726, -0.295671, 20.261622, 17.365292, 0.343893, 133.927909,2457671.759507, 0.171516, 30.291412, 0.544669, -0.978569, 17.365426, 0.157346, 129.318892,2457670.87, -0.296, 20.26, 179865.18, 133.93,2458929.23, 1.495, 946.17, 229576.21, 170.94,2458932.02, -1.495, 950.67, 229576.22, 170.94,2454516.77, -0.174, 41.55, 233164.00, 173.61,2457671.76, 0.172, 30.29, 0.545, -0.979, 173416.63, 129.32,2457672.42, 0.149, 27.38, 0.917, -0.306, 173473.59, 129.36,2457672.98, -0.205, 27.31, 0.547, -0.533, 173479.15, 129.37,2457672.65, -0.192, 27.79, 0.241, -0.669, 173480.92, 129.37
6028136786357495936, 256.288631, -31.847557, 352.694899, 5.598632,1.294110,2457116.382248, 0.303681, 100.364217, 17.415435, 0.985058, 0.692525,2457124.204844, -0.297644, 149.978361, 0.556291, 0.076318, 17.423435, 0.999799, 0.723822,2457116.38, 0.304, 100.36, 199.45, 0.69,2457116.37, -0.304, 100.39, 199.45, 0.69,2459485.43, 0.242, 42.35, 164663.70, 571.75,0.00, 0.000, 0.00, 0.00, 0.00,2457124.20, -0.298, 149.98, 0.556, 0.076, 207.01, 0.72,2457372.51, 0.188, 995.25, -0.998, -0.608, 1704.11, 5.96,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4068509377297713408, 267.559386, -23.671719, 5.042619, 1.834352,0.411116,2458684.892190, -1.492256, 530.295585, 17.547886, 9.184917, 13.942512,2457769.838951, -0.841656, 49.992069, -0.256519, 0.229591, 17.428847, 1.001161, 0.918018,2458684.89, -1.492, 530.30, 9620.33, 13.94,2458688.70, 1.492, 532.48, 9620.45, 13.94,2454320.26, 1.288, 43.25, 13065.89, 18.94,2454561.36, -0.545, 39.25, 13065.94, 18.94,2457769.84, -0.842, 49.99, -0.257, 0.230, 631.60, 0.92,2457770.80, 0.859, 50.77, 0.133, 0.225, 633.04, 0.92,2455849.98, 0.515, 997.12, -0.986, 0.994, 6691.08, 9.73,2455795.21, -0.423, 997.38, 0.980, 0.993, 6823.74, 9.92
5940987678007330816, 250.503784, -48.442545, 337.026170, -1.446655,1.030233,2457846.152981, -0.356927, 75.921846, 17.482470, 0.956290, 0.836634,2457845.137464, -0.360492, 72.716209, -0.149602, -0.056102, 17.484230, 0.957104, 0.835841,2457846.15, -0.357, 75.92, 238.44, 0.84,2457848.97, 0.489, 211.57, 3429.66, 12.03,2457848.61, 0.488, 211.74, 3430.34, 12.04,2457855.07, 0.591, 210.13, 4485.42, 15.74,2457845.14, -0.360, 72.72, -0.150, -0.056, 236.54, 0.84,2457910.51, 0.041, 197.84, -0.952, 0.729, 296.75, 1.05,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4090456861958694784, 274.594141, -22.570677, 9.179841, -3.260400,0.517968,2456982.381034, -0.506629, 62.948063, 17.549569, 0.943927, 8.354439,2456984.853097, -0.457459, 61.534695, 0.401926, 0.054721, 17.549573, 0.964134, 8.353549,2456982.38, -0.507, 62.95, 43125.61, 8.35,2459364.43, 0.735, 485.66, 52533.62, 10.18,2459365.40, -0.736, 485.32, 52533.65, 10.18,0.00, 0.000, 0.00, 0.00, 0.00,2456984.85, -0.457, 61.53, 0.402, 0.055, 43104.31, 8.35,2456985.12, 0.522, 69.04, 0.446, 0.072, 43161.12, 8.36,2456986.02, 0.513, 69.10, 0.513, 0.113, 43168.15, 8.37,2456984.40, 0.527, 69.24, 0.464, 0.087, 43169.32, 8.37
5969060713789360000, 249.832256, -40.821711, 342.424757, 3.956589,2.162219,2457788.823995, 0.085674, 74.759288, 17.565471, 0.975383, 1.870665,2457789.211588, -0.046217, 63.534663, 0.512742, 0.180925, 17.551598, 0.998721, 0.469763,2457788.82, 0.086, 74.76, 598.61, 1.87,2457788.82, 0.080, 76.13, 612.45, 1.91,2457788.98, 0.088, 74.52, 613.16, 1.92,2457785.60, -0.293, 123.05, 15338.47, 47.93,2457789.21, -0.046, 63.53, 0.513, 0.181, 149.38, 0.47,2457840.69, -0.071, 628.03, 0.999, 0.998, 2176.87, 6.85,2457868.75, 0.057, 872.88, -0.998, 0.998, 2260.24, 7.11,2457794.18, 0.109, 989.09, -0.999, -0.999, 2540.13, 7.99
4046296562307158784, 274.254423, -31.383516, 1.212429, -7.110263,3.016853,2457875.204495, -0.019296, 98.848126, 17.566627, 0.982691, 1.732308,2457874.917613, -0.048791, 141.810361, 0.611105, 0.258164, 17.555285, 1.008251, 1.361533,2457875.20, 0.019, 98.84, 206.12, 1.73,2457875.20, 0.019, 98.79, 206.14, 1.73,2457875.20, -0.019, 98.85, 206.14, 1.73,2454213.82, -1.407, 913.16, 165389.94, 1389.83,2457874.92, -0.049, 141.81, 0.611, 0.258, 159.30, 1.36,2457875.20, 0.032, 109.94, -0.223, 0.115, 161.01, 1.38,2457896.28, 0.060, 807.96, -0.997, -0.934, 4893.47, 41.82,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
5857951284237224576, 200.469773, -65.744440, 306.055095, -3.057456,0.948302,2457586.899456, 0.410943, 68.704782, 17.584877, 0.996343, 0.066313,2457624.843796, 0.315618, 157.781664, 0.884432, -0.681077, 17.580977, 0.961955, 0.147427,2457586.90, 0.411, 68.70, 9.42, 0.07,2457586.78, -0.417, 69.06, 9.93, 0.07,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457624.84, 0.316, 157.78, 0.884, -0.681, 20.64, 0.15,2457602.38, -0.382, 110.39, -0.447, -0.422, 46.76, 0.33,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4040599133555482496, 267.708879, -35.948405, 354.549300, -4.553165,0.343367,2457169.623130, 1.028285, 83.880408, 17.591489, 1.162072, 1.051329,2457179.791591, -0.990900, 94.137953, 0.196862, 0.078779, 17.592320, 1.142825, 1.041217,2457169.62, 1.028, 83.88, 483.61, 1.05,2457169.75, -1.028, 83.87, 483.62, 1.05,2454489.66, 0.437, 44.42, 15752.09, 34.24,0.00, 0.000, 0.00, 0.00, 0.00,2457179.79, -0.991, 94.14, 0.197, 0.079, 476.88, 1.04,2457307.20, -0.754, 215.26, -0.983, 0.985, 521.25, 1.14,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4254940846504352640, 283.216105, -5.041943, 28.603820, -2.613148,1.127136,2457364.982129, 0.333287, 180.455806, 17.653056, 0.945316, 1.948718,2457378.246342, 0.197479, 169.526995, 0.074942, 0.108223, 17.653574, 0.939532, 1.160901,2457365.00, -0.333, 180.38, 350.77, 1.95,2457364.98, 0.333, 180.46, 350.77, 1.95,2459555.48, -0.182, 41.76, 20202.98, 112.24,0.00, 0.000, 0.00, 0.00, 0.00,2457365.80, 0.200, 139.64, -0.193, 0.149, 204.34, 1.15,2457378.25, 0.197, 169.53, 0.075, 0.108, 206.64, 1.16,2457027.78, -0.311, 991.71, -0.665, -0.070, 1055.40, 5.93,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
5958965925733552384, 262.966714, -41.829205, 347.587310, -4.499656,1.139718,2457129.125256, 0.363458, 61.337661, 17.663224, 0.980995, 0.058304,2457134.523125, -0.369467, 107.249624, 0.731263, 0.017699, 17.666945, 0.975505, 0.084046,2457129.26, -0.364, 61.84, 3.85, 0.06,2457129.13, 0.363, 61.34, 3.91, 0.06,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457134.52, -0.369, 107.25, 0.731, 0.018, 5.46, 0.08,2456853.70, -0.141, 777.59, 0.955, -0.954, 18.69, 0.29,2457179.13, 0.374, 817.92, -0.952, -0.958, 23.87, 0.37,2457483.55, -0.083, 958.32, -0.979, 0.975, 24.99, 0.38
3355845866073702144, 99.416695, 13.955111, 198.950135, 3.330640,1.952474,2457669.405892, 0.069889, 76.429381, 17.726576, 0.871672, 15.478377,2457667.958229, -0.095462, 92.131515, 0.934787, -0.070049, 17.721586, 0.909149, 16.441185,2457669.38, -0.070, 76.49, 3745.75, 15.48,2457669.40, 0.070, 76.49, 3745.76, 15.48,2457669.41, 0.070, 76.43, 3745.77, 15.48,0.00, 0.000, 0.00, 0.00, 0.00,2457667.99, -0.097, 91.94, 0.938, -0.060, 3944.59, 16.44,2457667.96, -0.095, 92.13, 0.935, -0.070, 3945.88, 16.44,2457668.19, -0.102, 92.13, 0.846, -0.094, 3950.68, 16.46,2457669.78, -0.102, 87.79, 0.687, -0.225, 4004.26, 16.68
4037380691305871616, 270.503931, -36.553402, 355.142997, -6.810867,1.343986,2457334.171646, -0.197697, 64.986178, 17.727569, 0.960211, 1.214242,2457335.556385, 0.002418, 62.598238, -0.181332, 0.392701, 17.724889, 0.797227, 2.102312,2457334.17, -0.198, 64.99, 123.85, 1.21,2457323.54, 0.292, 49.63, 129.71, 1.27,0.00, 0.000, 0.00, 0.00, 0.00,0.00, 0.000, 0.00, 0.00, 0.00,2457335.56, 0.002, 62.60, -0.181, 0.393, 210.23, 2.10,2457542.46, 0.065, 667.34, 0.993, -0.993, 382.66, 3.83,2457076.92, -0.265, 932.71, -0.989, 0.986, 446.79, 4.47,2457211.35, 0.349, 943.24, 0.992, 0.990, 448.12, 4.48
6030183600333074816, 255.859478, -28.519107, 355.152597, 7.892104,1.144707,2457251.866613, -0.325629, 83.262366, 17.759362, 0.977182, 0.180616,2457253.043860, -0.324399, 99.101214, -0.741523, 0.077098, 17.747564, 0.925595, 0.123044,2457264.44, -0.402, 60.29, 20.48, 0.15,2457251.87, -0.326, 83.26, 24.02, 0.18,2457262.58, 0.503, 49.49, 175.10, 1.32,2457263.13, 0.512, 49.20, 187.41, 1.41,2457262.23, 0.355, 71.24, 0.684, 0.056, 9.43, 0.07,2457253.04, -0.324, 99.10, -0.742, 0.077, 16.12, 0.12,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4053893225594238720, 265.354638, -33.524630, 355.622193, -1.643077,0.552636,2457110.676323, -0.717477, 71.032760, 17.745792, 0.968874, 1.257078,2457111.677194, -0.714798, 90.862415, 0.369200, 0.071620, 17.746429, 0.966072, 1.260674,2457110.68, -0.717, 71.03, 829.67, 1.26,2457110.69, 0.718, 71.06, 829.69, 1.26,2454474.28, -0.163, 31.70, 115462.35, 174.94,2459391.65, -0.205, 47.98, 115462.40, 174.94,2457110.41, 0.716, 70.21, -0.001, 0.027, 827.02, 1.26,2457111.68, -0.715, 90.86, 0.369, 0.072, 829.52, 1.26,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
5254312773454650880, 158.722772, -60.867997, 287.064896, -2.274469,0.661241,2457825.684528, 0.617585, 85.484994, 17.793622, 0.977311, 0.690622,2457999.067412, 0.247194, 342.988468, -0.424891, -0.437123, 17.793074, 0.860367, 0.954486,2457825.68, 0.618, 85.48, 184.40, 0.69,2457825.79, -0.618, 85.55, 184.42, 0.69,2454822.99, 0.001, 68.81, 4158.79, 15.58,0.00, 0.000, 0.00, 0.00, 0.00,2457999.07, 0.247, 342.99, -0.425, -0.437, 252.94, 0.95,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4068670073424544384, 267.360959, -23.355906, 5.220581, 2.152490,0.453403,2457115.006147, 0.732213, 50.258851, 17.842626, 0.826969, 1.076914,2457117.548558, -0.722841, 57.886370, 0.491316, 0.102219, 17.842820, 0.823190, 1.064829,2457115.03, -0.732, 50.23, 753.84, 1.08,2457115.01, 0.732, 50.26, 753.84, 1.08,2457079.00, -1.250, 745.85, 41638.97, 59.48,2457154.29, 1.295, 861.64, 42070.87, 60.10,2457117.52, 0.723, 57.88, -0.497, 0.085, 742.74, 1.06,2457117.55, -0.723, 57.89, 0.491, 0.102, 743.25, 1.06,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
5864390372320262144, 207.509010, -63.457698, 309.422710, -1.326826,0.972129,2457044.686392, 0.431831, 135.329772, 17.863407, 0.925752, 1.549132,2457042.400892, -0.432034, 103.858543, -0.141648, 0.005837, 17.865935, 0.987515, 1.389029,2457044.69, 0.432, 135.33, 486.43, 1.55,2457044.71, -0.432, 135.45, 486.44, 1.55,2459526.48, -0.033, 44.07, 21643.77, 68.93,0.00, 0.000, 0.00, 0.00, 0.00,2457042.40, -0.432, 103.86, -0.142, 0.006, 433.38, 1.39,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00,0.00, 0.000, 0.00, 0.000, 0.000, 0.00, 0.00
4064792821720384640, 272.386616, -26.261694, 4.970471, -3.249542,0.573894,2457852.842114, -0.598210, 50.858706, 17.858129, 0.788782, 173.009064,2457860.162505, 0.627156, 43.704482, 0.998642, -0.549984, 17.858355, 0.745465, 171.700079,2457852.84, 0.598, 50.85, 509857.71, 173.01,2457852.84, -0.598, 50.86, 509857.71, 173.01,2458133.54, -1.201, 650.10, 748886.81, 254.12,2454472.64, 0.101, 28.25, 798191.06, 270.85,2457860.16, 0.627, 43.70, 0.999, -0.550, 505656.73, 171.70,2457860.25, -0.626, 43.07, -0.998, -0.595, 505959.67, 171.80,2457853.83, -0.602, 58.79, 0.552, -0.998, 506422.64, 171.96,2457852.95, 0.597, 60.05, -0.616, -0.998, 506554.57, 172.00
